,Shifters ,,EUDAQ,Scope 1,Scope 2,,#Events,,Av.,SPS values,,,,T: DUT1 (left),T: DUT2 (right),Humidity: DUT2 (right),Disk space available above 5%?,FE-i4,Good Run?,Angle,Scope 1 Channel 1,,,,Scope 1 Channel 2,,,,,Scope 1 Channel 3,,,,,Scope 1 Channel 4,,,,,,Scope 2 Channel 1,,,,Scope 2 Channel 2,,,,,Scope 2 Channel 3,,,,,Scope 2 Channel 4,,,,,Events synced,Run log comments,Commentaires++,,,Data saved on eos,Telescope ntuples
Date,NO COMMAS ANYWHERE PLEASE :),Time,RunNumber,Timestamp,Timestamp,Batch,This run (triggers field-not event builder),Total,Rate [Hz],Intensity T4,Colimators,Count on triggers,Trigger,T [C] temp A,T [C] temp B,Humidity [%] green-right,Y/N,Mask,G/B/U,Angle [degree],DUT Pos.,Sensor,V[V],I [A],DUT Pos.,Sensor,V[V],V_real [V],I [A],DUT Pos.,Sensor,V[V],V_real [V],I [A],DUT Pos.,Sensor,V[V],V_real [V],I[A],,DUT Pos.,Sensor,V[V],I[A],DUT Pos.,Sensor,V[V],V_real [V],I [A],DUT Pos.,Sensor,V[V],V_real [V],I [A],DUT Pos.,Sensor,V[V],V_real [V],I [A],,Run log comments NO COMMAS PLEASE !,Commentaires++,Scope 1 on eos,Scope 2 on eos,Telescope on eos,Telescope ntuples
6/3/2023,Robin/Andrea,8:22,9959,1685773352,1685773354,604,395999,1540434,274,,,,,-30.8,-31.4,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-450,-450,-1.69E-05,2,CERN2-CH1-IMEv3-W12,-450,-450,-1.69E-05,2,CERN2-CH2-IMEv3-W12,-450,-450,-1.69E-05,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-340,-340,-3.01E-06,3,JSI-B5-CNM-W3-2.5E15,-550,-550,-7.29E-07,2,CERN2-CH4-IMEv3-W16,-450,-450,-1.69E-05,,,,,,,
6/3/2023,Robin/Andrea,8:47,9960,1685774836,1685774835,604,395999,1936433,260,,,,,-30.8,-31.5,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-450,-450,-1.69E-05,2,CERN2-CH1-IMEv3-W12,-450,-450,-1.69E-05,2,CERN2-CH2-IMEv3-W12,-450,-450,-1.69E-05,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-340,-340,-3.01E-06,3,JSI-B5-CNM-W3-2.5E15,-550,-550,-7.29E-07,2,CERN2-CH4-IMEv3-W16,-450,-450,-1.69E-05,,,,,,,
6/3/2023,Robin/Andrea,9.13,9961,1685776406,1685776405,604,395999,2332432,277,,,,,-30.8,-31.5,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-450,-450,-1.69E-05,2,CERN2-CH1-IMEv3-W12,-450,-450,-1.69E-05,2,CERN2-CH2-IMEv3-W12,-450,-450,-1.69E-05,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-340,-340,-3.01E-06,3,JSI-B5-CNM-W3-2.5E15,-550,-550,-7.29E-07,2,CERN2-CH4-IMEv3-W16,-450,-450,-1.69E-05,,,,,,,
6/3/2023,Robin/Andrea,9.38,9962,1685777874,1685777874,604,395999,2728431,277,,,,,-30.8,-31.5,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-450,-450,-1.69E-05,2,CERN2-CH1-IMEv3-W12,-450,-450,-1.69E-05,2,CERN2-CH2-IMEv3-W12,-450,-450,-1.69E-05,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-340,-340,-3.01E-06,3,JSI-B5-CNM-W3-2.5E15,-550,-550,-7.29E-07,2,CERN2-CH4-IMEv3-W16,-450,-450,-1.69E-05,,,,,,,
6/3/2023,Robin/Andrea,10:02,9963,1685779343,1685779343,604,395999,3124430,270,,,,,-30.8,-31.5,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-450,-450,-1.69E-05,2,CERN2-CH1-IMEv3-W12,-450,-450,-1.69E-05,2,CERN2-CH2-IMEv3-W12,-450,-450,-1.69E-05,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-340,-340,-3.01E-06,3,JSI-B5-CNM-W3-2.5E15,-550,-550,-7.29E-07,2,CERN2-CH4-IMEv3-W16,-450,-450,-1.69E-05,,,,,,,
6/3/2023,Robin/Andrea,10.38,9965,1685781440,1685781444,605,395998,395998,53,,,,,-30.7,-31.3,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-490,-490,-3.30E-05,2,CERN2-CH1-IMEv3-W12,-490,-490,-3.30E-05,2,CERN2-CH2-IMEv3-W12,-490,-490,-3.30E-05,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-360,-360,-4.73E-06,3,JSI-B5-CNM-W3-2.5E15,-600,-600,-1.10E-06,2,CERN2-CH4-IMEv3-W16,-490,-490,-3.30E-05,,"beam stopped multiple times, last cycle with 1 less trigger again",,,,,
6/3/2023,Robin/Andrea,12:44,9968,1685789069,1685789073,605,395998,791996,97,,,,,-30.7,-31.3,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-490,-490,-3.30E-05,2,CERN2-CH1-IMEv3-W12,-490,-490,-3.30E-05,2,CERN2-CH2-IMEv3-W12,-490,-490,-3.30E-05,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-360,-360,-4.73E-06,3,JSI-B5-CNM-W3-2.5E15,-600,-600,-1.10E-06,2,CERN2-CH4-IMEv3-W16,-490,-490,-3.30E-05,,last cycle with 1 less trigger again,,,,,
6/3/2023,Robin/Andrea,13.57,9970,1685793427,1685793430,605,395999,1187995,216,,,,,-30.6,-31.3,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-490,-490,-3.30E-05,2,CERN2-CH1-IMEv3-W12,-490,-490,-3.30E-05,2,CERN2-CH2-IMEv3-W12,-490,-490,-3.30E-05,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-360,-360,-4.73E-06,3,JSI-B5-CNM-W3-2.5E15,-600,-600,-1.10E-06,2,CERN2-CH4-IMEv3-W16,-490,-490,-3.30E-05,,,,,,,
6/3/2023,Robin/Andrea,14:29,9971,1685795341,1685795340,605,0,1187995,,,,,,-30.7,-31.4,0,,,B,,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-490,-490,-3.30E-05,2,CERN2-CH1-IMEv3-W12,-490,-490,-3.30E-05,2,CERN2-CH2-IMEv3-W12,-490,-490,-3.30E-05,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-360,-360,-4.73E-06,3,JSI-B5-CNM-W3-2.5E15,-600,-600,-1.10E-06,2,CERN2-CH4-IMEv3-W16,-490,-490,-3.30E-05,,eudaq crashed,,,,,
6/3/2023,Robin/Andrea,15:07,9972,1685797581,1685797585,605,0,1187995,,,,,,-30.8,-31.4,0,,,B,,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-490,-490,-3.30E-05,2,CERN2-CH1-IMEv3-W12,-490,-490,-3.30E-05,2,CERN2-CH2-IMEv3-W12,-490,-490,-3.30E-05,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-360,-360,-4.73E-06,3,JSI-B5-CNM-W3-2.5E15,-600,-600,-1.10E-06,2,CERN2-CH4-IMEv3-W16,-490,-490,-3.30E-05,,desync,,,,,
6/3/2023,Robin/Andrea,15.13,9974,1685797972,1685797969,605,395999,1583994,275,,,,,-30.8,-31.4,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-490,-490,-3.30E-05,2,CERN2-CH1-IMEv3-W12,-490,-490,-3.30E-05,2,CERN2-CH2-IMEv3-W12,-490,-490,-3.30E-05,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-360,-360,-4.73E-06,3,JSI-B5-CNM-W3-2.5E15,-600,-600,-1.10E-06,2,CERN2-CH4-IMEv3-W16,-490,-490,-3.30E-05,,,,,,,
6/3/2023,Robin/Andrea,15:38,9975,1685799460,1685799459,605,395999,1979993,275,,,,,-30.7,-31.4,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-490,-490,-3.30E-05,2,CERN2-CH1-IMEv3-W12,-490,-490,-3.30E-05,2,CERN2-CH2-IMEv3-W12,-490,-490,-3.30E-05,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-360,-360,-4.73E-06,3,JSI-B5-CNM-W3-2.5E15,-600,-600,-1.10E-06,2,CERN2-CH4-IMEv3-W16,-490,-490,-3.30E-05,,,,,,,
6/3/2023,Frank/Xiao,16:02,9976,1685800943,1685800942,605,395999,2375992,275,,,,,-30.7,-31.4,0,,,G,0,4,MCP,2800,7.77E-05,2,CERN2-CH0-IMEv3-W12,-490,-490,-3.28E-05,2,CERN2-CH1-IMEv3-W12,-490,-490,-3.28E-05,2,CERN2-CH2-IMEv3-W12,-490,-490,-3.28E-05,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,-360,-360,-4.68E-06,3,JSI-B5-CNM-W3-2.5E15,-600,-600,-1.18E-06,2,CERN2-CH4-IMEv3-W16,-490,-490,-3.28E-05,,,,,,,
6/3/2023,Frank/Xiao,16:31,9977,1685802657,1685802656,605,395999,2771991,275,,,,,-30.7,-31.4,0,,,G,0,4,MCP,2800,7.77E-05,2,CERN2-CH0-IMEv3-W12,-490,-490,-3.28E-05,2,CERN2-CH1-IMEv3-W12,-490,-490,-3.28E-05,2,CERN2-CH2-IMEv3-W12,-490,-490,-3.28E-05,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,-360,-360,-4.71E-06,3,JSI-B5-CNM-W3-2.5E15,-600,-600,-1.18E-06,2,CERN2-CH4-IMEv3-W16,-490,-490,-3.28E-05,,,,,,,
6/3/2023,Frank/Xiao,16:56,9978,1685804140,1685804139,605,360359,3132350,278,,,,,-30.6,-31.3,0,,,G,0,4,MCP,2800,7.77E-05,2,CERN2-CH0-IMEv3-W12,-490,-490,-3.28E-05,2,CERN2-CH1-IMEv3-W12,-490,-490,-3.28E-05,2,CERN2-CH2-IMEv3-W12,-490,-490,-3.28E-05,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,-360,-360,-4.71E-06,3,JSI-B5-CNM-W3-2.5E15,-600,-600,-1.18E-06,2,CERN2-CH4-IMEv3-W16,-490,-490,-3.28E-05,,heating up after this run for the setup modify,,,,,
6/3/2023,Frank/Xiao,20:13,9981,1685816030,1685816031,701,395999,395999,273,,,,,-31,-31.7,0,,,G,14,4,MCP,2800,7.77E-05,2,CERN2-CH0-IMEv3-W12,-490,-490,-2.95E-05,2,CERN2-CH1-IMEv3-W12,-490,-490,-2.95E-05,2,CERN2-CH2-IMEv3-W12,-490,-490,-2.95E-05,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,0,0,0.00E+00,3,JSI-B6-IMEv2-W7-1E14,0,0,0.00E+00,2,CERN2-CH4-IMEv3-W16,-490,-490,-2.95E-05,,,,,,,
6/3/2023,Frank/Xiao,20:38,9982,1685817504,1685817504,701,368000,395999,260,,,,,-31,-31.7,0,,,U,14,4,MCP,2800,7.77E-05,2,CERN2-CH0-IMEv3-W12,-490,-490,-2.95E-05,2,CERN2-CH1-IMEv3-W12,-490,-490,-2.95E-05,2,CERN2-CH2-IMEv3-W12,-490,-490,-2.95E-05,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,0,0,0.00E+00,3,JSI-B6-IMEv2-W7-1E14,0,0,0.00E+00,2,CERN2-CH4-IMEv3-W16,-490,-490,-2.95E-05,,eudaq crashed after 368000 evts,,,,,
6/3/2023,Frank/Xiao,21:09,9984,1685819267,1685819270,701,395999,791998,283,,,,,-31.1,-31.8,0,,,G,14,4,MCP,2800,7.77E-05,2,CERN2-CH0-IMEv3-W12,-490,-490,-2.95E-05,2,CERN2-CH1-IMEv3-W12,-490,-490,-2.95E-05,2,CERN2-CH2-IMEv3-W12,-490,-490,-2.95E-05,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,0,0,0.00E+00,3,JSI-B6-IMEv2-W7-1E14,0,0,0.00E+00,2,CERN2-CH4-IMEv3-W16,-490,-490,-2.95E-05,,,,,,,
6/3/2023,Frank/Xiao,21:33,9985,1685820773,1685820773,701,395999,1187997,283,,,,,-31.1,-31.8,0,,,G,14,4,MCP,2800,7.77E-05,2,CERN2-CH0-IMEv3-W12,-490,-490,-2.92E-05,2,CERN2-CH1-IMEv3-W12,-490,-490,-2.92E-05,2,CERN2-CH2-IMEv3-W12,-490,-490,-2.92E-05,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,0,0,0.00E+00,3,JSI-B6-IMEv2-W7-1E14,0,0,0.00E+00,2,CERN2-CH4-IMEv3-W16,-490,-490,-2.92E-05,,,,,,,
6/3/2023,Frank/Xiao,21:59,9986,1685822329,1685822328,701,395999,1583996,277,,,,,-31.1,-31.8,0,,,G,14,4,MCP,2800,7.77E-05,2,CERN2-CH0-IMEv3-W12,-490,-490,-2.91E-05,2,CERN2-CH1-IMEv3-W12,-490,-490,-2.91E-05,2,CERN2-CH2-IMEv3-W12,-490,-490,-2.91E-05,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,0,0,0.00E+00,3,JSI-B6-IMEv2-W7-1E14,0,0,0.00E+00,2,CERN2-CH4-IMEv3-W16,-490,-490,-2.91E-05,,,,,,,
6/3/2023,Frank/Xiao,22:23,9987,1685823797,1685823797,701,395999,1979995,258,,,,,-31.2,-31.9,0,,,G,14,4,MCP,2800,7.77E-05,2,CERN2-CH0-IMEv3-W12,-490,-490,-2.91E-05,2,CERN2-CH1-IMEv3-W12,-490,-490,-2.91E-05,2,CERN2-CH2-IMEv3-W12,-490,-490,-2.91E-05,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,0,0,0.00E+00,3,JSI-B6-IMEv2-W7-1E14,0,0,0.00E+00,2,CERN2-CH4-IMEv3-W16,-490,-490,-2.91E-05,,,,,,,
6/3/2023,Frank/Xiao,22:49,9988,1685825367,1685825366,701,395999,2375994,271,,,,,-31,-31.2,0,,,G,14,4,MCP,2800,7.77E-05,2,CERN2-CH0-IMEv3-W12,-490,-490,-2.90E-05,2,CERN2-CH1-IMEv3-W12,-490,-490,-2.90E-05,2,CERN2-CH2-IMEv3-W12,-490,-490,-2.90E-05,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,0,0,0.00E+00,3,JSI-B6-IMEv2-W7-1E14,0,0,0.00E+00,2,CERN2-CH4-IMEv3-W16,-490,-490,-2.90E-05,,,,,,,
6/3/2023,Frank/Xiao,23:14,9989,1685826865,1685826864,701,395998,2771992,200,,,,,-30.9,-31.3,0,,,G,14,4,MCP,2800,7.77E-05,2,CERN2-CH0-IMEv3-W12,-490,-490,-2.90E-05,2,CERN2-CH1-IMEv3-W12,-490,-490,-2.90E-05,2,CERN2-CH2-IMEv3-W12,-490,-490,-2.90E-05,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,0,0,0.00E+00,3,JSI-B6-IMEv2-W7-1E14,0,0,0.00E+00,2,CERN2-CH4-IMEv3-W16,-490,-490,-2.90E-05,,,,,,,
6/3/2023,Frank/Xiao/Viveka/Marion,23:44,9990,1685828661,1685828660,701,395999,3167991,96,,,,,-30.8,-31.5,0,,,G,14,4,MCP,2800,7.77E-05,2,CERN2-CH0-IMEv3-W12,-490,-490,-2.90E-05,2,CERN2-CH1-IMEv3-W12,-490,-490,-2.90E-05,2,CERN2-CH2-IMEv3-W12,-490,-490,-2.90E-05,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,0,0,0.00E+00,3,JSI-B6-IMEv2-W7-1E14,0,0,0.00E+00,2,CERN2-CH4-IMEv3-W16,-490,-490,-2.90E-05,,,,,,,
6/4/2023,Viveka/Marion,0:56,9992,1685833004,1685833007,702,395999,395999,200,,,,,-30.8,-31.5,0,,,G,14,4,MCP,2800,7.77E-05,2,CERN2-CH0-IMEv3-W12,-450,-450,-1.55E-05,2,CERN2-CH1-IMEv3-W12,-450,-450,-1.55E-05,2,CERN2-CH2-IMEv3-W12,-450,-450,-1.55E-05,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,0,0,0.00E+00,3,JSI-B6-IMEv2-W7-1E14,0,0,0.00E+00,2,CERN2-CH4-IMEv3-W16,-450,-450,-1.55E-05,,,,,,,
6/4/2023,Viveka/Marion,1:28,9993,1685834964,1685834964,702,395999,791998,268,,,,,-30.8,-31.5,0,,,G,14,4,MCP,2800,7.77E-05,2,CERN2-CH0-IMEv3-W12,-450,-450,-1.55E-05,2,CERN2-CH1-IMEv3-W12,-450,-450,-1.55E-05,2,CERN2-CH2-IMEv3-W12,-450,-450,-1.55E-05,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,0,0,0.00E+00,3,JSI-B6-IMEv2-W7-1E14,0,0,0.00E+00,2,CERN2-CH4-IMEv3-W16,-450,-450,-1.55E-05,,,,,,,
6/4/2023,Viveka/Marion,1:54,9994,1685836476,1685836476,702,395999,1187997,276,,,,,-30.8,-31.5,0,,,G,14,4,MCP,2800,7.77E-05,2,CERN2-CH0-IMEv3-W12,-450,-450,-1.55E-05,2,CERN2-CH1-IMEv3-W12,-450,-450,-1.55E-05,2,CERN2-CH2-IMEv3-W12,-450,-450,-1.55E-05,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,0,0,0.00E+00,3,JSI-B6-IMEv2-W7-1E14,0,0,0.00E+00,2,CERN2-CH4-IMEv3-W16,-450,-450,-1.55E-05,,,,,,,
6/4/2023,Viveka/Marion,1:19,9995,1685837946,1685837945,702,395983,1583980,277,,,,,-30.8,-31.5,0,,,G,14,4,MCP,2800,7.77E-05,2,CERN2-CH0-IMEv3-W12,-450,-450,-1.55E-05,2,CERN2-CH1-IMEv3-W12,-450,-450,-1.55E-05,2,CERN2-CH2-IMEv3-W12,-450,-450,-1.55E-05,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,0,0,0.00E+00,3,JSI-B6-IMEv2-W7-1E14,0,0,0.00E+00,2,CERN2-CH4-IMEv3-W16,-450,-450,-1.55E-05,,,,,,,
6/4/2023,Viveka/Marion,2:43,9996,1685839414,1685839413,702,395999,1979979,270,,,,,-30.6,-31.4,0,,,G,14,4,MCP,2800,7.77E-05,2,CERN2-CH0-IMEv3-W12,-450,-450,-1.55E-05,2,CERN2-CH1-IMEv3-W12,-450,-450,-1.55E-05,2,CERN2-CH2-IMEv3-W12,-450,-450,-1.55E-05,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,0,0,0.00E+00,3,JSI-B6-IMEv2-W7-1E14,0,0,0.00E+00,2,CERN2-CH4-IMEv3-W16,-450,-450,-1.55E-05,,,,,,,
6/4/2023,Viveka/Marion,3:09,9997,1685840926,1685840926,702,395999,2375978,274,,,,,-30.7,-31.3,0,,,G,14,4,MCP,2800,7.77E-05,2,CERN2-CH0-IMEv3-W12,-450,-450,-1.57E-05,2,CERN2-CH1-IMEv3-W12,-450,-450,-1.57E-05,2,CERN2-CH2-IMEv3-W12,-450,-450,-1.57E-05,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,0,0,0.00E+00,3,JSI-B6-IMEv2-W7-1E14,0,0,0.00E+00,2,CERN2-CH4-IMEv3-W16,-450,-450,-1.57E-05,,,,,,,
6/4/2023,Viveka/Marion,3:34,9998,1685842409,1685842409,702,395999,2771977,274,,,,,-30.7,-31.4,0,,,G,14,4,MCP,2800,7.77E-05,2,CERN2-CH0-IMEv3-W12,-450,-450,-1.57E-05,2,CERN2-CH1-IMEv3-W12,-450,-450,-1.57E-05,2,CERN2-CH2-IMEv3-W12,-450,-450,-1.57E-05,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,0,0,0.00E+00,3,JSI-B6-IMEv2-W7-1E14,0,0,0.00E+00,2,CERN2-CH4-IMEv3-W16,-450,-450,-1.57E-05,,,,,,,
6/4/2023,Viveka/Marion,4:00,9999,1685843993,1685843993,702,395999,3167976,272,,,,,-30.8,-31.5,0,,,G,14,4,MCP,2800,7.77E-05,2,CERN2-CH0-IMEv3-W12,-450,-450,-1.57E-05,2,CERN2-CH1-IMEv3-W12,-450,-450,-1.57E-05,2,CERN2-CH2-IMEv3-W12,-450,-450,-1.57E-05,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,0,0,0.00E+00,3,JSI-B6-IMEv2-W7-1E14,0,0,0.00E+00,2,CERN2-CH4-IMEv3-W16,-450,-450,-1.57E-05,,,,,,,
6/4/2023,Viveka/Marion,6:12,10012,1685851955,1685851952,801,395999,395999,271,,,,,-30.9,-31.6,0,,,G,14,4,MCP,2800,7.77E-05,2,JSI-PP4-IMEv2-W7-6.5E14,0,0,0.00E+00,,JSI-B13-IMEv3-W16-2.5E15,0,0,0.00E+00,2,CERN2-CH2-IMEv3-W12,0,0,0.00E+00,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,-360,-360,-4.68E-06,3,JSI-B6-IMEv2-W7-1E14,-150,-150,-3.15E-07,2,CERN2-CH4-IMEv3-W16,0,0,0.00E+00,,,,,,,
6/4/2023,Viveka/Marion,6:37,10013,1685853454,1685853453,801,395999,791998,263,,,,,-30.9,-31.6,0,,,G,14,4,MCP,2800,7.77E-05,2,JSI-PP4-IMEv2-W7-6.5E14,0,0,0.00E+00,,JSI-B13-IMEv3-W16-2.5E15,0,0,0.00E+00,2,CERN2-CH2-IMEv3-W12,0,0,0.00E+00,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,-360,-360,-4.68E-06,3,JSI-B6-IMEv2-W7-1E14,-150,-150,-3.15E-07,2,CERN2-CH4-IMEv3-W16,0,0,0.00E+00,,,,,,,
6/4/2023,Viveka/Marion,7:02,10014,1685854937,1685854936,801,304919,1096917,265,,,,,-30.9,-31.6,0,,,G,14,4,MCP,2800,7.77E-05,2,JSI-PP4-IMEv2-W7-6.5E14,0,0,0.00E+00,,JSI-B13-IMEv3-W16-2.5E15,0,0,0.00E+00,2,CERN2-CH2-IMEv3-W12,0,0,0.00E+00,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,-360,-360,-4.68E-06,3,JSI-B6-IMEv2-W7-1E14,-150,-150,-3.15E-07,2,CERN2-CH4-IMEv3-W16,0,0,0.00E+00,,,,,,,
6/4/2023,Viveka/Marion,7:24,10015,1685856280,1685856277,802,395999,395999,275,,,,,-30.9,-31.6,0,,,G,14,4,MCP,2800,7.77E-05,2,JSI-PP4-IMEv2-W7-6.5E14,0,0,0.00E+00,,JSI-B13-IMEv3-W16-2.5E15,0,0,0.00E+00,2,CERN2-CH2-IMEv3-W12,0,0,0.00E+00,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,-340,-340,-2.91E-06,3,JSI-B6-IMEv2-W7-1E14,-120,-120,-1.05E-07,2,CERN2-CH4-IMEv3-W16,0,0,0.00E+00,,,,,,,
6/4/2023,Viveka/Marion,7:49,10016,1685857759,1685857758,802,395999,791998,263,,,,,-30.9,-31.6,0,,,G,14,4,MCP,2800,7.77E-05,2,JSI-PP4-IMEv2-W7-6.5E14,0,0,0.00E+00,,JSI-B13-IMEv3-W16-2.5E15,0,0,0.00E+00,2,CERN2-CH2-IMEv3-W12,0,0,0.00E+00,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,-340,-340,-2.98E-06,3,JSI-B6-IMEv2-W7-1E14,-120,-120,-1.05E-07,2,CERN2-CH4-IMEv3-W16,0,0,0.00E+00,,,,,,,
6/4/2023,Yassine/Stefano,8:15,10017,1685859300,1685859299,802,395999,1187997,260,,,,,-30.9,-31.6,0,,,G,14,4,MCP,2800,7.77E-05,2,JSI-PP4-IMEv2-W7-6.5E14,0,0,0.00E+00,,JSI-B13-IMEv3-W16-2.5E15,0,0,0.00E+00,2,CERN2-CH2-IMEv3-W12,0,0,0.00E+00,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,-340,-340,-2.98E-06,3,JSI-B6-IMEv2-W7-1E14,-120,-120,-1.05E-07,2,CERN2-CH4-IMEv3-W16,0,0,0.00E+00,,,,,,,
6/4/23,Yassine/Stefano,9:18,10021,1685863077,1685863081,901,395999,395999,280,,,,,-31,31.6,0,,,G,13,4,MCP,2800,7.77E-05,2,JSI-PP4-IMEv2-W7-6.5E14,-400,-400,-9.15E-07,2,JSI-B13-IMEv3-W16-2.5E15,-600,-600,0.00E+00,2,CERN2-CH2-IMEv3-W12,0,0,-1.84E-06,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,0,0,0.00E+00,3,JSI-B6-IMEv2-W7-1E14,0,0,0.00E+00,2,CERN2-CH4-IMEv3-W16,0,0,0.00E+00,,,,,,,
6/4/23,Yassine/Stefano,9:43,10022,1685864585,1685864584,901,,395999,280,,,,,-31,31.6,0,,,B,13,4,MCP,2800,7.77E-05,2,JSI-PP4-IMEv2-W7-6.5E14,-400,-400,-9.15E-07,2,JSI-B13-IMEv3-W16-2.5E15,-600,-600,-1.84E-06,2,CERN2-CH2-IMEv3-W12,0,0,0.00E+00,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,0,0,0.00E+00,3,JSI-B6-IMEv2-W7-1E14,0,0,0.00E+00,2,CERN2-CH4-IMEv3-W16,0,0,0.00E+00,,eudaq crashed. events recorded unknwon ,,,,,
6/4/23,Yassine/Stefano,10:58,10034,1685869087,1685869090,901,395999,791998,270,,,,,-31,31.6,0,,,G,13,4,MCP,2800,7.77E-05,2,JSI-PP4-IMEv2-W7-6.5E14,-400,-400,-9.15E-07,2,JSI-B13-IMEv3-W16-2.5E15,-600,-600,-1.87E-06,2,CERN2-CH2-IMEv3-W12,0,0,0.00E+00,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,0,0,0.00E+00,3,JSI-B6-IMEv2-W7-1E14,0,0,0.00E+00,2,CERN2-CH4-IMEv3-W16,0,0,0.00E+00,,,,,,,
6/4/23,Yassine/Stefano,11:22,10035,1685870547,1685870546,901,395999,1187997,174,,,,,-31,31.6,0,,,G,13,4,MCP,2800,7.77E-05,2,JSI-PP4-IMEv2-W7-6.5E14,-400,-400,-9.15E-07,2,JSI-B13-IMEv3-W16-2.5E15,-600,-600,-1.87E-06,2,CERN2-CH2-IMEv3-W12,0,0,0.00E+00,,4,MCP,2800,7.77E-05,1,JSI-B7-IMEv3-W16-8E14,0,0,0.00E+00,3,JSI-B6-IMEv2-W7-1E14,0,0,0.00E+00,2,CERN2-CH4-IMEv3-W16,0,0,0.00E+00,,,,,,,
